Settlement_ID,Payment_ID,Date,Amount,MDR_Amount
SET_0294,PAY_0294,2026-08-21,115351.84999999999,2355.85
SET_0295,PAY_0295,2026-08-22,50407.44,1028.72
SET_0296,PAY_0296,2026-08-02,21467.47,438.11
SET_0297,PAY_0297,2026-08-03,19621.8,401.01
SET_0298,PAY_0298,2026-08-24,9339.79,190.61
SET_0299,PAY_0299,2026-08-16,89612.92,1828.84
SET_0300,PAY_0300,2026-08-18,46094.39,940.7
SET_0301,PAY_0301,2026-08-09,111302.8,2271.49
SET_0302,PAY_0302,2026-08-17,62660.46,1278.78
SET_0303,PAY_0303,2026-08-16,90918.05,1855.47
SET_0304,PAY_0304,2026-08-22,27773.19,566.8
SET_0305,PAY_0305,2026-08-16,115339.26,2353.86
SET_0306,PAY_0306,2026-08-04,66203.59,1351.09
SET_0307,PAY_0307,2026-08-07,83979.91,1713.88
SET_0308,PAY_0308,2026-08-18,30416.73,620.75
SET_0309,PAY_0309,2026-08-09,92610.8,1890.02
SET_0310,PAY_0310,2026-08-19,68651.24,1401.05
SET_0311,PAY_0311,2026-08-21,102923.54,2100.48
SET_0312,PAY_0312,2026-08-14,115595.52,2359.09
SET_0313,PAY_0313,2026-08-15,96232.41,1963.93
SET_0314,PAY_0314,2026-08-18,76348.04,1558.12
SET_0315,PAY_0315,2026-08-06,102232.94,2086.39
SET_0316,PAY_0316,2026-08-06,53312.200000000004,1087.93
SET_0317,PAY_0317,2026-08-11,23870.9,487.16
SET_0318,PAY_0318,2026-08-13,109870.6,2242.26
SET_0319,PAY_0319,2026-08-04,33312.99,679.86
SET_0320,PAY_0320,2026-08-06,74445.7,1519.3
SET_0321,PAY_0321,2026-08-18,76199.61,1555.09
SET_0322,PAY_0322,2026-08-07,78149.07,1594.88
SET_0324,PAY_0324,2026-08-03,109987.46,2244.64
SET_0325,PAY_0325,2026-08-22,28940.99,590.63
SET_0326,PAY_0326,2026-08-21,75980.29,1550.62
SET_0327,PAY_0327,2026-08-22,110877.68,2262.81
SET_0329,PAY_0329,2026-08-07,-54076.17,-1103.6
SET_0330,PAY_0330,2026-08-08,43154.87,880.71
SET_0331,PAY_0331,2026-08-15,86439.72,1764.08
SET_0332,PAY_0332,2026-08-18,67477.18,1377.22
SET_0334,PAY_0334,2026-08-03,37664.11,768.66
SET_0335,PAY_0335,2026-08-09,111540.75,2276.34
SET_0336,PAY_0336,2026-08-20,85003.73,1734.77
SET_0337,PAY_0337,2026-08-17,115197.21,2350.96
SET_0338,PAY_0338,2026-08-11,60422.11,1233.1
SET_0339,PAY_0339,2026-08-18,56012.44,1143.11
SET_0340,PAY_0340,2026-08-20,44549.33,909.19
SET_0341,PAY_0341,2026-08-22,79663.77,1625.79
SET_0342,PAY_0342,2026-08-05,53122.87,1084.14
SET_0343,PAY_0343,2026-08-14,45983.15,938.43
SET_0344,PAY_0344,2026-08-20,67502.08,1377.59
SET_0345,PAY_0345,2026-08-04,-48225.52,-984.19
SET_0346,PAY_0346,2026-08-21,80529.24,1643.45
SET_0348,PAY_0348,2026-08-06,27650.1,564.29
SET_0349,PAY_0349,2026-08-18,10204.33,208.25
SET_0350,PAY_0350,2026-08-12,94104.09,1920.49
SET_0351,PAY_0351,2026-08-06,72384.57,1477.24
SET_0352,PAY_0352,2026-08-12,108100.31,2206.13
SET_0353,PAY_0353,2026-08-14,114609.07,2338.96
SET_0354,PAY_0354,2026-08-18,96776.22,1975.02
SET_0355,PAY_0355,2026-08-20,38682.64,790.13
SET_0357,PAY_0357,2026-08-22,8709.41,177.74
SET_0358,PAY_0358,2026-08-22,91790.27,1873.27
SET_0359,PAY_0359,2026-08-03,69886.7,1426.26
SET_0360,PAY_0360,2026-08-06,96048.07,1960.16
SET_0361,PAY_0361,2026-08-20,109949.92,2243.88
SET_0362,PAY_0362,2026-08-02,54233.61,1106.81
SET_0363,PAY_0363,2026-08-15,81638.97,1666.1
SET_0364,PAY_0364,2026-08-03,83317.06,1700.35
SET_0365,PAY_0365,2026-08-19,-41491.3,-846.76
SET_0367,PAY_0367,2026-08-19,44703.26,912.31
SET_0368,PAY_0368,2026-08-08,110953.17,2264.35
SET_0369,PAY_0369,2026-08-12,109211.72,2228.81
SET_0370,PAY_0370,2026-08-17,40611.46,828.81
SET_0371,PAY_0371,2026-08-11,19170.85,391.24
SET_0372,PAY_0372,2026-08-16,95687.31,1952.8
SET_0373,PAY_0373,2026-08-09,43832.8,894.55
SET_0374,PAY_0374,2026-08-11,96739.11,1974.27
SET_0375,PAY_0375,2026-08-23,87174.8,1779.08
SET_0376,PAY_0376,2026-08-18,30573.84,623.96
SET_0377,PAY_0377,2026-08-05,51186.46,1044.62
SET_0378,PAY_0378,2026-08-06,6351.22,129.62
SET_0379,PAY_0379,2026-08-15,77507.5,1581.79
SET_0380,PAY_0380,2026-08-22,27693.84,565.18
SET_0381,PAY_0381,2026-08-11,76739.05,1566.1
SET_0382,PAY_0382,2026-08-19,-86932.62,-1774.14
SET_0383,PAY_0383,2026-08-15,102703.67,2095.99
SET_0384,PAY_0384,2026-08-14,92345.78,1884.61
SET_0385,PAY_0385,2026-08-03,6800.07,138.78
SET_0386,PAY_0386,2026-08-15,37043.37,755.99
SET_0387,PAY_0387,2026-08-16,35755.33,729.7
SET_0388,PAY_0388,2026-08-07,86101.3,1757.17
SET_0389,PAY_0389,2026-08-05,86705.37,1769.5
SET_0390,PAY_0390,2026-08-22,-104329.32,-2129.17
SET_0391,PAY_0391,2026-08-04,49816.74,1016.67
SET_0392,PAY_0392,2026-08-06,58234.16,1188.45
SET_0393,PAY_0393,2026-08-10,47920.72,977.97
SET_0394,PAY_0394,2026-08-12,38905.47,794.96
SET_0395,PAY_0395,2026-08-13,-81888.17,-1671.19
SET_0397,PAY_0397,2026-08-05,75949.55,1549.99
SET_0398,PAY_0398,2026-08-21,30044.06,613.14
SET_0399,PAY_0399,2026-08-06,55748.21,1138.06
SET_0400,PAY_0400,2026-08-19,106060.04,2164.49
SET_0401,PAY_0401,2026-08-09,80523.0,1643.33
SET_0402,PAY_0402,2026-08-24,54860.84,1119.61
SET_0403,PAY_0403,2026-08-09,96829.47,1976.11
SET_0404,PAY_0404,2026-08-06,23857.73,486.89
SET_0405,PAY_0405,2026-08-05,80517.88,1643.22
SET_0406,PAY_0406,2026-08-09,104532.19,2133.31
SET_0407,PAY_0407,2026-08-18,51419.71,1049.38
SET_0408,PAY_0408,2026-08-19,56577.96,1154.65
SET_0409,PAY_0409,2026-08-14,33736.17,688.49
SET_0410,PAY_0410,2026-08-20,13804.87,281.73
SET_0411,PAY_0411,2026-08-04,65233.14,1331.29
SET_0412,PAY_0412,2026-08-20,9268.33,189.15
SET_0413,PAY_0413,2026-08-22,111661.22,2278.8
SET_0414,PAY_0414,2026-08-16,101316.75,2067.69
SET_0416,PAY_0416,2026-08-22,100291.37,2046.76
SET_0417,PAY_0417,2026-08-19,48962.63,999.24
SET_0419,PAY_0419,2026-08-19,52375.86,1068.89
SET_0420,PAY_0420,2026-08-09,56323.07,1150.72
SET_0421,PAY_0421,2026-08-05,9321.33,190.23
SET_0422,PAY_0422,2026-08-14,28421.71,580.03
SET_0423,PAY_0423,2026-08-03,32668.0,666.69
SET_0424,PAY_0424,2026-08-16,31526.04,643.39
SET_0425,PAY_0425,2026-08-12,61139.0,1247.73
SET_0426,PAY_0426,2026-08-20,71468.04,1458.53
SET_0427,PAY_0427,2026-08-11,102045.99,2082.57
SET_0428,PAY_0428,2026-08-15,38794.44,791.72
SET_0429,PAY_0429,2026-08-22,80348.13,1639.76
SET_0430,PAY_0430,2026-08-03,112595.86,2297.87
SET_0431,PAY_0431,2026-08-15,50569.31,1033.32
SET_0432,PAY_0432,2026-08-19,57801.83,1179.63
SET_0433,PAY_0433,2026-08-06,94302.96,1924.55
SET_0434,PAY_0434,2026-08-15,67004.4,1367.44
SET_0435,PAY_0435,2026-08-09,33795.32,689.7
SET_0436,PAY_0436,2026-08-16,98846.38,2017.27
SET_0437,PAY_0437,2026-08-03,35274.65,719.89
SET_0438,PAY_0438,2026-08-04,26453.24,539.86
SET_0439,PAY_0439,2026-08-19,28730.13,586.33
SET_0440,PAY_0440,2026-08-08,111473.92,2274.98
SET_0441,PAY_0441,2026-08-09,82285.15,1677.59
SET_0442,PAY_0442,2026-08-19,41113.99,839.06
SET_0443,PAY_0443,2026-08-16,64407.74,1314.44
SET_0444,PAY_0444,2026-08-10,45291.84,924.32
SET_0446,PAY_0446,2026-08-08,46506.9,949.12
SET_0447,PAY_0447,2026-08-20,100708.63,2055.28
SET_0448,PAY_0448,2026-08-10,66567.71,1358.52
SET_0449,PAY_0449,2026-08-11,-22525.6,-459.71
SET_0450,PAY_0450,2026-08-14,-68377.93,-1395.47
SET_0451,PAY_0451,2026-08-19,77695.93,1585.63
SET_0452,PAY_0452,2026-08-17,111894.31999999999,2284.91
SET_0453,PAY_0453,2026-08-13,24377.19,497.49
SET_0454,PAY_0454,2026-08-07,106510.73,2173.69
SET_0455,PAY_0455,2026-08-18,9497.82,193.83
SET_0456,PAY_0456,2026-08-02,51086.59,1042.58
SET_0457,PAY_0457,2026-08-06,-6786.26,-138.5
SET_0458,PAY_0458,2026-08-18,12422.93,253.53
SET_0459,PAY_0459,2026-08-02,64249.8,1311.22
SET_0460,PAY_0460,2026-08-02,63846.2,1304.95
SET_0461,PAY_0461,2026-08-15,94429.58,1925.43
SET_0462,PAY_0462,2026-08-18,22139.58,451.83
SET_0464,PAY_0464,2026-08-13,111266.58,2268.75
SET_0465,PAY_0465,2026-08-09,38736.62,790.54
SET_0466,PAY_0466,2026-08-04,50305.07,1026.63
SET_0467,PAY_0467,2026-08-03,75733.87,1545.59
SET_0468,PAY_0468,2026-08-17,98648.24,2013.23
SET_0469,PAY_0469,2026-08-18,106758.22,2178.74
SET_0470,PAY_0470,2026-08-20,-58019.52,-1184.07
SET_0471,PAY_0471,2026-08-13,104578.58,2134.26
SET_0472,PAY_0472,2026-08-07,111407.08,2273.61
SET_0473,PAY_0473,2026-08-17,23628.46,482.21
SET_0474,PAY_0474,2026-08-14,88791.72,1812.08
SET_0475,PAY_0475,2026-08-18,87676.37,1789.31
SET_0476,PAY_0476,2026-08-05,53799.64,1097.95
SET_0477,PAY_0477,2026-08-21,90263.43,1842.11
SET_0478,PAY_0478,2026-08-12,9036.62,184.42
SET_0479,PAY_0479,2026-08-17,30844.83,629.49
SET_0480,PAY_0480,2026-08-15,26186.8,534.42
SET_0481,PAY_0481,2026-08-04,90610.76,1849.2
SET_0482,PAY_0482,2026-08-04,14794.53,301.93
SET_0483,PAY_0483,2026-08-22,22730.54,463.89
SET_0484,PAY_0484,2026-08-13,17487.47,356.89
SET_0485,PAY_0485,2026-08-16,45321.81,924.94
SET_0486,PAY_0486,2026-08-06,15372.3,313.72
SET_0487,PAY_0487,2026-08-19,66724.62,1361.73
SET_0488,PAY_0488,2026-08-02,15627.34,318.93
SET_0489,PAY_0489,2026-08-21,-71481.9,-1458.81
SET_0490,PAY_0490,2026-08-08,37843.77,772.32
SET_0491,PAY_0491,2026-08-20,63029.5,1286.32
SET_0492,PAY_0492,2026-08-09,35324.89,720.92
SET_0493,PAY_0493,2026-08-07,53534.68,1092.54
